CMDLINE python main.py
MEM 67.050781 1704892784.1725
MEM 67.050781 1704892784.2734
MEM 67.050781 1704892784.3739
MEM 67.050781 1704892784.4748
MEM 67.050781 1704892784.5759
MEM 67.050781 1704892784.6770
MEM 67.050781 1704892784.7777
MEM 67.050781 1704892784.8786
MEM 67.050781 1704892784.9798
MEM 67.050781 1704892785.0806
MEM 67.050781 1704892785.1814
MEM 67.050781 1704892785.2825
MEM 67.050781 1704892785.3833
MEM 67.050781 1704892785.4842
MEM 67.050781 1704892785.5848
MEM 67.050781 1704892785.6853
MEM 67.050781 1704892785.7862
MEM 67.050781 1704892785.8868
MEM 67.050781 1704892785.9873
MEM 67.050781 1704892786.0882
MEM 67.050781 1704892786.1896
MEM 67.050781 1704892786.2904
MEM 67.050781 1704892786.3914
MEM 67.050781 1704892786.4926
MEM 67.050781 1704892786.5935
MEM 67.050781 1704892786.6945
MEM 67.050781 1704892786.7954
MEM 67.050781 1704892786.8961
MEM 67.050781 1704892786.9970
MEM 67.050781 1704892787.0978
MEM 67.050781 1704892787.1991
MEM 67.050781 1704892787.3000
MEM 67.050781 1704892787.4010
MEM 67.050781 1704892787.5019
MEM 67.058594 1704892787.6031
MEM 67.066406 1704892787.7041
MEM 67.066406 1704892787.8052
MEM 67.066406 1704892787.9054
MEM 67.066406 1704892788.0060
MEM 67.066406 1704892788.1062
MEM 67.066406 1704892788.2071
MEM 67.066406 1704892788.3079
MEM 67.066406 1704892788.4089
MEM 67.066406 1704892788.5098
MEM 67.066406 1704892788.6108
MEM 67.066406 1704892788.7113
MEM 67.066406 1704892788.8122
MEM 67.066406 1704892788.9128
MEM 67.066406 1704892789.0141
MEM 67.066406 1704892789.1151
MEM 67.066406 1704892789.2161
MEM 67.066406 1704892789.3170
MEM 67.066406 1704892789.4178
MEM 67.066406 1704892789.5187
MEM 67.066406 1704892789.6200
MEM 67.066406 1704892789.7209
MEM 67.066406 1704892789.8218
MEM 67.066406 1704892789.9220
MEM 67.066406 1704892790.0231
MEM 67.066406 1704892790.1240
MEM 67.066406 1704892790.2253
MEM 67.066406 1704892790.3264
MEM 67.066406 1704892790.4270
MEM 67.066406 1704892790.5279
MEM 67.066406 1704892790.6284
MEM 67.066406 1704892790.7291
MEM 67.066406 1704892790.8304
MEM 67.066406 1704892790.9316
MEM 67.066406 1704892791.0324
MEM 67.066406 1704892791.1337
MEM 67.066406 1704892791.2344
MEM 67.066406 1704892791.3354
MEM 67.066406 1704892791.4363
MEM 67.066406 1704892791.5368
MEM 67.066406 1704892791.6378
MEM 67.066406 1704892791.7391
MEM 67.066406 1704892791.8398
MEM 67.066406 1704892791.9411
MEM 67.066406 1704892792.0420
MEM 67.066406 1704892792.1428
MEM 67.066406 1704892792.2441
MEM 67.066406 1704892792.3449
MEM 67.066406 1704892792.4461
MEM 67.066406 1704892792.5470
MEM 67.066406 1704892792.6480
MEM 67.066406 1704892792.7485
MEM 67.066406 1704892792.8491
MEM 67.066406 1704892792.9508
MEM 67.066406 1704892793.0513
MEM 67.066406 1704892793.1515
MEM 67.066406 1704892793.2520
MEM 67.066406 1704892793.3524
MEM 67.066406 1704892793.4530
MEM 67.066406 1704892793.5533
MEM 67.066406 1704892793.6538
MEM 67.066406 1704892793.7550
MEM 67.066406 1704892793.8560
MEM 67.066406 1704892793.9574
MEM 67.066406 1704892794.0578
MEM 67.066406 1704892794.1587
MEM 67.066406 1704892794.2594
MEM 67.066406 1704892794.3598
MEM 67.066406 1704892794.4615
MEM 67.066406 1704892794.5620
MEM 67.066406 1704892794.6623
MEM 67.066406 1704892794.7629
MEM 67.066406 1704892794.8641
MEM 67.066406 1704892794.9656
MEM 67.066406 1704892795.0661
MEM 67.066406 1704892795.1667
MEM 67.066406 1704892795.2675
MEM 67.066406 1704892795.3683
MEM 67.066406 1704892795.4693
MEM 67.066406 1704892795.5710
MEM 67.066406 1704892795.6716
MEM 67.066406 1704892795.7725
MEM 67.066406 1704892795.8734
MEM 67.066406 1704892795.9739
MEM 67.066406 1704892796.0746
MEM 67.066406 1704892796.1753
MEM 67.066406 1704892796.2762
MEM 67.066406 1704892796.3768
MEM 67.066406 1704892796.4776
MEM 67.066406 1704892796.5785
MEM 67.066406 1704892796.6789
MEM 67.066406 1704892796.7796
MEM 67.066406 1704892796.8806
MEM 67.070312 1704892796.9815
MEM 67.070312 1704892797.0817
MEM 67.070312 1704892797.1824
MEM 67.070312 1704892797.2832
MEM 67.070312 1704892797.3839
MEM 67.070312 1704892797.4848
MEM 67.070312 1704892797.5853
MEM 67.070312 1704892797.6858
MEM 67.070312 1704892797.7864
MEM 67.070312 1704892797.8867
MEM 67.070312 1704892797.9876
MEM 67.070312 1704892798.0882
MEM 67.070312 1704892798.1892
MEM 67.070312 1704892798.2901
MEM 67.070312 1704892798.3914
MEM 67.070312 1704892798.4922
MEM 67.070312 1704892798.5931
MEM 67.070312 1704892798.6936
MEM 67.070312 1704892798.7945
MEM 67.070312 1704892798.8954
MEM 67.070312 1704892798.9962
MEM 67.070312 1704892799.0968
MEM 67.070312 1704892799.1972
MEM 67.070312 1704892799.2982
MEM 67.078125 1704892799.3994
MEM 67.078125 1704892799.4998
MEM 67.078125 1704892799.6001
MEM 67.078125 1704892799.7011
MEM 67.078125 1704892799.8017
MEM 67.078125 1704892799.9023
MEM 67.078125 1704892800.0030
MEM 67.078125 1704892800.1043
MEM 67.078125 1704892800.2055
MEM 67.078125 1704892800.3067
MEM 67.078125 1704892800.4076
MEM 67.078125 1704892800.5084
MEM 67.078125 1704892800.6093
MEM 67.078125 1704892800.7099
MEM 67.078125 1704892800.8110
MEM 67.078125 1704892800.9113
MEM 67.078125 1704892801.0123
MEM 67.078125 1704892801.1132
MEM 67.078125 1704892801.2140
MEM 67.078125 1704892801.3143
MEM 67.078125 1704892801.4151
MEM 67.078125 1704892801.5156
MEM 67.078125 1704892801.6159
MEM 67.078125 1704892801.7163
MEM 67.078125 1704892801.8172
MEM 67.078125 1704892801.9187
MEM 67.078125 1704892802.0193
MEM 67.078125 1704892802.1198
MEM 67.078125 1704892802.2206
MEM 67.078125 1704892802.3214
MEM 67.078125 1704892802.4223
MEM 67.078125 1704892802.5231
MEM 67.078125 1704892802.6237
MEM 67.078125 1704892802.7248
MEM 67.078125 1704892802.8259
MEM 67.078125 1704892802.9270
MEM 67.078125 1704892803.0277
MEM 67.078125 1704892803.1285
MEM 67.078125 1704892803.2296
MEM 67.078125 1704892803.3306
MEM 67.078125 1704892803.4313
MEM 67.078125 1704892803.5316
MEM 67.078125 1704892803.6324
MEM 67.078125 1704892803.7333
MEM 67.078125 1704892803.8342
MEM 67.078125 1704892803.9347
MEM 67.078125 1704892804.0357
MEM 67.078125 1704892804.1363
MEM 67.078125 1704892804.2369
MEM 67.078125 1704892804.3379
MEM 67.078125 1704892804.4388
MEM 67.078125 1704892804.5400
MEM 67.078125 1704892804.6410
MEM 67.078125 1704892804.7416
MEM 67.078125 1704892804.8429
MEM 67.078125 1704892804.9440
MEM 67.078125 1704892805.0443
MEM 67.078125 1704892805.1445
MEM 67.082031 1704892805.2453
MEM 67.082031 1704892805.3459
MEM 67.082031 1704892805.4464
MEM 67.082031 1704892805.5469
MEM 67.082031 1704892805.6479
MEM 67.082031 1704892805.7486
MEM 67.082031 1704892805.8495
MEM 67.082031 1704892805.9503
MEM 67.082031 1704892806.0510
MEM 67.082031 1704892806.1518
MEM 67.082031 1704892806.2525
MEM 67.082031 1704892806.3535
MEM 67.082031 1704892806.4547
MEM 67.082031 1704892806.5554
MEM 67.082031 1704892806.6566
MEM 67.082031 1704892806.7581
MEM 67.082031 1704892806.8590
MEM 67.082031 1704892806.9601
MEM 67.082031 1704892807.0612
MEM 67.082031 1704892807.1621
MEM 67.082031 1704892807.2630
MEM 67.082031 1704892807.3636
MEM 67.082031 1704892807.4644
MEM 67.082031 1704892807.5651
MEM 67.082031 1704892807.6656
MEM 67.082031 1704892807.7665
MEM 67.082031 1704892807.8674
MEM 67.082031 1704892807.9687
MEM 67.082031 1704892808.0692
MEM 67.082031 1704892808.1699
MEM 67.082031 1704892808.2713
MEM 67.082031 1704892808.3719
MEM 67.082031 1704892808.4730
MEM 67.082031 1704892808.5736
MEM 67.082031 1704892808.6744
MEM 67.082031 1704892808.7751
MEM 67.082031 1704892808.8759
MEM 67.082031 1704892808.9769
MEM 67.082031 1704892809.0777
MEM 67.082031 1704892809.1784
MEM 67.082031 1704892809.2796
MEM 67.082031 1704892809.3802
MEM 67.082031 1704892809.4813
MEM 67.082031 1704892809.5826
MEM 67.082031 1704892809.6830
MEM 67.082031 1704892809.7835
MEM 67.082031 1704892809.8843
MEM 67.082031 1704892809.9852
MEM 67.082031 1704892810.0858
MEM 67.082031 1704892810.1865
MEM 67.082031 1704892810.2881
MEM 67.082031 1704892810.3888
MEM 67.082031 1704892810.4899
MEM 67.097656 1704892810.5908
MEM 67.097656 1704892810.6911
MEM 67.097656 1704892810.7918
MEM 67.101562 1704892810.8925
MEM 67.101562 1704892810.9934
MEM 67.101562 1704892811.0936
MEM 67.101562 1704892811.1940
MEM 67.101562 1704892811.2948
MEM 67.101562 1704892811.3957
MEM 67.101562 1704892811.4966
MEM 67.101562 1704892811.5975
MEM 67.101562 1704892811.6982
MEM 67.101562 1704892811.7987
MEM 67.101562 1704892811.8994
MEM 67.101562 1704892811.9997
MEM 67.101562 1704892812.1009
MEM 67.101562 1704892812.2016
MEM 67.101562 1704892812.3024
MEM 67.101562 1704892812.4034
MEM 67.101562 1704892812.5044
MEM 67.101562 1704892812.6049
MEM 67.101562 1704892812.7061
MEM 67.101562 1704892812.8066
MEM 67.101562 1704892812.9072
MEM 67.101562 1704892813.0083
MEM 67.101562 1704892813.1091
MEM 67.101562 1704892813.2096
MEM 67.101562 1704892813.3100
MEM 67.101562 1704892813.4111
MEM 67.101562 1704892813.5115
MEM 67.101562 1704892813.6119
MEM 67.101562 1704892813.7123
MEM 67.101562 1704892813.8131
MEM 67.101562 1704892813.9144
MEM 67.101562 1704892814.0146
MEM 67.101562 1704892814.1150
MEM 67.101562 1704892814.2167
MEM 67.101562 1704892814.3172
MEM 67.101562 1704892814.4181
MEM 67.101562 1704892814.5189
MEM 67.101562 1704892814.6195
MEM 67.101562 1704892814.7200
MEM 67.101562 1704892814.8216
MEM 67.101562 1704892814.9225
MEM 67.101562 1704892815.0230
MEM 67.101562 1704892815.1245
MEM 67.101562 1704892815.2254
MEM 67.101562 1704892815.3260
MEM 67.101562 1704892815.4279
MEM 67.101562 1704892815.5291
MEM 67.101562 1704892815.6299
MEM 67.101562 1704892815.7313
MEM 67.101562 1704892815.8318
MEM 67.101562 1704892815.9324
MEM 67.101562 1704892816.0335
MEM 67.101562 1704892816.1345
MEM 67.101562 1704892816.2356
MEM 67.101562 1704892816.3363
MEM 67.101562 1704892816.4379
MEM 67.101562 1704892816.5382
MEM 67.101562 1704892816.6394
MEM 67.101562 1704892816.7399
MEM 67.101562 1704892816.8405
MEM 67.101562 1704892816.9409
MEM 67.101562 1704892817.0415
MEM 67.101562 1704892817.1428
MEM 67.101562 1704892817.2439
MEM 67.101562 1704892817.3449
MEM 67.101562 1704892817.4457
MEM 67.101562 1704892817.5462
MEM 67.101562 1704892817.6468
MEM 67.101562 1704892817.7474
MEM 67.101562 1704892817.8477
MEM 67.101562 1704892817.9483
MEM 67.101562 1704892818.0487
MEM 67.101562 1704892818.1499
MEM 67.101562 1704892818.2504
MEM 67.101562 1704892818.3516
MEM 67.101562 1704892818.4526
MEM 67.101562 1704892818.5531
MEM 67.101562 1704892818.6543
MEM 67.101562 1704892818.7550
MEM 67.101562 1704892818.8554
MEM 67.101562 1704892818.9565
MEM 67.101562 1704892819.0572
MEM 67.101562 1704892819.1574
MEM 67.101562 1704892819.2581
MEM 67.101562 1704892819.3589
MEM 67.101562 1704892819.4592
MEM 67.101562 1704892819.5601
MEM 67.101562 1704892819.6611
MEM 67.101562 1704892819.7616
MEM 67.101562 1704892819.8618
MEM 67.101562 1704892819.9628
MEM 67.101562 1704892820.0638
MEM 67.101562 1704892820.1648
MEM 67.101562 1704892820.2658
MEM 67.101562 1704892820.3668
MEM 67.101562 1704892820.4678
MEM 67.101562 1704892820.5685
MEM 67.101562 1704892820.6705
MEM 67.101562 1704892820.7710
MEM 67.101562 1704892820.8719
MEM 67.101562 1704892820.9729
MEM 67.101562 1704892821.0739
MEM 67.101562 1704892821.1745
MEM 67.101562 1704892821.2760
MEM 67.101562 1704892821.3786
MEM 67.101562 1704892821.4791
MEM 67.101562 1704892821.5821
MEM 67.101562 1704892821.6832
MEM 67.105469 1704892821.7837
MEM 67.105469 1704892821.8857
MEM 67.105469 1704892821.9867
MEM 67.105469 1704892822.0877
MEM 67.105469 1704892822.1892
MEM 67.109375 1704892822.2902
MEM 67.109375 1704892822.3912
MEM 67.109375 1704892822.4922
MEM 67.109375 1704892822.5932
MEM 67.109375 1704892822.6943
MEM 67.109375 1704892822.7953
MEM 67.109375 1704892822.8963
MEM 67.109375 1704892822.9973
MEM 67.109375 1704892823.0983
MEM 67.109375 1704892823.1993
MEM 67.109375 1704892823.3003
MEM 67.109375 1704892823.4013
MEM 67.109375 1704892823.5028
MEM 67.109375 1704892823.6038
MEM 67.109375 1704892823.7045
MEM 67.109375 1704892823.8056
MEM 67.109375 1704892823.9066
MEM 67.109375 1704892824.0074
MEM 67.109375 1704892824.1076
MEM 67.109375 1704892824.2083
MEM 67.109375 1704892824.3093
MEM 67.109375 1704892824.4097
MEM 67.109375 1704892824.5106
MEM 67.109375 1704892824.6108
MEM 67.109375 1704892824.7118
MEM 67.109375 1704892824.8122
MEM 67.109375 1704892824.9125
MEM 67.109375 1704892825.0132
MEM 67.109375 1704892825.1143
MEM 67.109375 1704892825.2153
MEM 67.109375 1704892825.3155
MEM 67.109375 1704892825.4163
MEM 67.109375 1704892825.5169
MEM 67.109375 1704892825.6174
MEM 67.109375 1704892825.7186
MEM 67.109375 1704892825.8197
MEM 67.109375 1704892825.9205
MEM 67.109375 1704892826.0215
MEM 67.105469 1704892826.1221
MEM 67.105469 1704892826.2227
MEM 67.105469 1704892826.3230
MEM 67.105469 1704892826.4234
MEM 67.105469 1704892826.5237
MEM 67.105469 1704892826.6245
MEM 67.105469 1704892826.7251
MEM 67.105469 1704892826.8260
MEM 67.105469 1704892826.9262
MEM 67.105469 1704892827.0274
MEM 67.105469 1704892827.1290
MEM 67.105469 1704892827.2297
MEM 67.105469 1704892827.3310
MEM 67.105469 1704892827.4312
MEM 67.105469 1704892827.5328
MEM 67.105469 1704892827.6331
MEM 67.105469 1704892827.7335
MEM 67.105469 1704892827.8346
MEM 67.105469 1704892827.9356
MEM 67.105469 1704892828.0361
MEM 67.105469 1704892828.1370
MEM 67.105469 1704892828.2377
MEM 67.105469 1704892828.3388
MEM 67.105469 1704892828.4397
MEM 67.105469 1704892828.5402
MEM 67.105469 1704892828.6412
MEM 67.105469 1704892828.7421
MEM 67.105469 1704892828.8425
MEM 67.105469 1704892828.9430
MEM 67.105469 1704892829.0435
MEM 67.105469 1704892829.1442
MEM 67.105469 1704892829.2452
MEM 67.105469 1704892829.3462
MEM 67.105469 1704892829.4468
MEM 67.105469 1704892829.5477
MEM 67.105469 1704892829.6486
MEM 67.105469 1704892829.7492
MEM 67.105469 1704892829.8498
MEM 67.105469 1704892829.9501
MEM 67.105469 1704892830.0507
MEM 67.105469 1704892830.1514
MEM 67.105469 1704892830.2526
MEM 67.105469 1704892830.3531
MEM 67.105469 1704892830.4541
MEM 67.105469 1704892830.5546
MEM 67.105469 1704892830.6554
MEM 67.105469 1704892830.7564
MEM 67.105469 1704892830.8576
MEM 67.105469 1704892830.9580
MEM 67.105469 1704892831.0594
MEM 67.105469 1704892831.1603
MEM 67.105469 1704892831.2613
MEM 67.105469 1704892831.3619
MEM 67.105469 1704892831.4630
MEM 67.105469 1704892831.5640
MEM 67.105469 1704892831.6647
MEM 67.105469 1704892831.7653
MEM 67.105469 1704892831.8659
MEM 67.105469 1704892831.9664
MEM 67.105469 1704892832.0676
MEM 67.105469 1704892832.1682
MEM 67.105469 1704892832.2686
MEM 67.105469 1704892832.3699
MEM 67.105469 1704892832.4705
MEM 67.105469 1704892832.5710
MEM 67.105469 1704892832.6717
MEM 67.105469 1704892832.7723
MEM 67.105469 1704892832.8729
MEM 67.105469 1704892832.9733
MEM 67.105469 1704892833.0739
MEM 67.105469 1704892833.1746
MEM 67.105469 1704892833.2756
MEM 67.105469 1704892833.3766
MEM 67.105469 1704892833.4776
MEM 67.105469 1704892833.5788
MEM 67.105469 1704892833.6798
MEM 67.105469 1704892833.7801
MEM 67.105469 1704892833.8810
MEM 67.105469 1704892833.9814
MEM 67.105469 1704892834.0820
MEM 67.105469 1704892834.1831
MEM 67.105469 1704892834.2841
MEM 67.105469 1704892834.3843
MEM 67.105469 1704892834.4855
MEM 67.105469 1704892834.5858
MEM 67.105469 1704892834.6867
MEM 67.105469 1704892834.7873
MEM 67.105469 1704892834.8885
MEM 67.105469 1704892834.9896
MEM 67.105469 1704892835.0906
MEM 67.105469 1704892835.1916
MEM 67.105469 1704892835.2918
MEM 67.105469 1704892835.3928
MEM 67.105469 1704892835.4930
MEM 67.078125 1704892835.5935
MEM 67.078125 1704892835.6941
MEM 67.078125 1704892835.7948
MEM 67.078125 1704892835.8958
MEM 67.078125 1704892835.9960
MEM 67.078125 1704892836.0962
MEM 67.078125 1704892836.1972
MEM 67.078125 1704892836.2977
MEM 67.078125 1704892836.3988
MEM 67.078125 1704892836.4999
MEM 67.078125 1704892836.6009
MEM 67.078125 1704892836.7020
MEM 67.078125 1704892836.8034
MEM 67.078125 1704892836.9037
MEM 67.078125 1704892837.0048
MEM 67.078125 1704892837.1055
MEM 67.078125 1704892837.2066
MEM 67.078125 1704892837.3073
MEM 67.078125 1704892837.4076
MEM 67.078125 1704892837.5081
MEM 67.078125 1704892837.6084
MEM 67.078125 1704892837.7090
MEM 67.078125 1704892837.8100
MEM 67.078125 1704892837.9105
MEM 67.078125 1704892838.0115
MEM 67.078125 1704892838.1125
MEM 67.078125 1704892838.2132
MEM 67.078125 1704892838.3139
MEM 67.078125 1704892838.4149
MEM 67.078125 1704892838.5153
MEM 67.078125 1704892838.6161
MEM 67.078125 1704892838.7165
MEM 67.078125 1704892838.8177
MEM 67.078125 1704892838.9179
MEM 67.078125 1704892839.0189
MEM 67.078125 1704892839.1195
MEM 67.078125 1704892839.2202
MEM 67.078125 1704892839.3206
MEM 67.082031 1704892839.4210
MEM 67.082031 1704892839.5219
MEM 67.082031 1704892839.6231
MEM 67.082031 1704892839.7242
MEM 67.082031 1704892839.8246
MEM 67.082031 1704892839.9255
MEM 67.082031 1704892840.0263
MEM 67.082031 1704892840.1273
MEM 67.082031 1704892840.2276
MEM 67.082031 1704892840.3287
MEM 67.082031 1704892840.4295
MEM 67.082031 1704892840.5305
MEM 67.082031 1704892840.6317
MEM 67.082031 1704892840.7325
MEM 67.082031 1704892840.8336
MEM 67.082031 1704892840.9346
MEM 67.082031 1704892841.0355
MEM 67.082031 1704892841.1372
MEM 67.082031 1704892841.2387
MEM 67.082031 1704892841.3397
MEM 67.082031 1704892841.4407
MEM 67.082031 1704892841.5412
MEM 67.082031 1704892841.6423
MEM 67.082031 1704892841.7428
MEM 67.082031 1704892841.8432
MEM 67.082031 1704892841.9434
MEM 67.082031 1704892842.0447
MEM 67.082031 1704892842.1452
MEM 67.082031 1704892842.2461
MEM 67.082031 1704892842.3472
MEM 67.082031 1704892842.4474
MEM 67.082031 1704892842.5479
MEM 67.082031 1704892842.6492
MEM 67.082031 1704892842.7495
MEM 67.082031 1704892842.8505
MEM 67.082031 1704892842.9512
MEM 67.082031 1704892843.0524
MEM 67.082031 1704892843.1534
MEM 67.082031 1704892843.2547
MEM 67.082031 1704892843.3554
MEM 67.082031 1704892843.4564
MEM 67.082031 1704892843.5572
MEM 67.082031 1704892843.6577
MEM 67.082031 1704892843.7581
MEM 67.082031 1704892843.8587
MEM 67.082031 1704892843.9595
MEM 67.082031 1704892844.0600
MEM 67.082031 1704892844.1613
MEM 67.082031 1704892844.2624
MEM 67.082031 1704892844.3632
MEM 67.082031 1704892844.4635
MEM 67.082031 1704892844.5645
MEM 67.085938 1704892844.6656
MEM 67.085938 1704892844.7666
MEM 67.085938 1704892844.8674
MEM 67.085938 1704892844.9681
MEM 67.085938 1704892845.0691
MEM 67.085938 1704892845.1693
MEM 67.085938 1704892845.2703
MEM 67.085938 1704892845.3713
MEM 67.085938 1704892845.4716
MEM 67.085938 1704892845.5722
MEM 67.085938 1704892845.6731
MEM 67.085938 1704892845.7741
MEM 67.085938 1704892845.8748
MEM 67.085938 1704892845.9753
MEM 67.085938 1704892846.0755
MEM 67.085938 1704892846.1763
MEM 67.085938 1704892846.2768
MEM 67.085938 1704892846.3773
MEM 67.085938 1704892846.4786
MEM 67.085938 1704892846.5796
MEM 67.085938 1704892846.6802
MEM 67.085938 1704892846.7807
MEM 67.085938 1704892846.8818
MEM 67.085938 1704892846.9827
MEM 67.085938 1704892847.0832
MEM 67.085938 1704892847.1835
MEM 67.085938 1704892847.2845
MEM 67.085938 1704892847.3848
MEM 67.085938 1704892847.4850
MEM 67.085938 1704892847.5857
MEM 67.085938 1704892847.6865
MEM 67.085938 1704892847.7873
MEM 67.085938 1704892847.8880
MEM 67.085938 1704892847.9883
MEM 67.085938 1704892848.0896
MEM 67.085938 1704892848.1902
MEM 67.085938 1704892848.2913
MEM 67.085938 1704892848.3923
MEM 67.085938 1704892848.4925
MEM 67.085938 1704892848.5933
MEM 67.085938 1704892848.6943
MEM 67.085938 1704892848.7953
MEM 67.085938 1704892848.8958
MEM 67.085938 1704892848.9964
MEM 67.085938 1704892849.0969
MEM 67.085938 1704892849.1981
MEM 67.085938 1704892849.2992
MEM 67.085938 1704892849.3998
MEM 67.085938 1704892849.5007
MEM 67.085938 1704892849.6010
MEM 67.085938 1704892849.7014
MEM 67.085938 1704892849.8017
MEM 67.085938 1704892849.9027
MEM 67.085938 1704892850.0038
MEM 67.085938 1704892850.1046
MEM 67.085938 1704892850.2056
MEM 67.085938 1704892850.3067
MEM 67.085938 1704892850.4076
MEM 67.085938 1704892850.5078
MEM 67.085938 1704892850.6083
MEM 67.085938 1704892850.7095
MEM 67.085938 1704892850.8101
MEM 67.085938 1704892850.9112
MEM 67.085938 1704892851.0122
MEM 67.085938 1704892851.1126
MEM 67.085938 1704892851.2137
MEM 67.085938 1704892851.3142
MEM 67.085938 1704892851.4145
MEM 67.085938 1704892851.5155
MEM 67.085938 1704892851.6164
MEM 67.085938 1704892851.7173
MEM 67.085938 1704892851.8184
MEM 67.085938 1704892851.9197
MEM 67.085938 1704892852.0206
MEM 67.085938 1704892852.1216
MEM 67.085938 1704892852.2228
MEM 67.085938 1704892852.3231
MEM 67.085938 1704892852.4236
MEM 67.085938 1704892852.5242
MEM 67.085938 1704892852.6248
MEM 67.085938 1704892852.7258
MEM 67.085938 1704892852.8268
MEM 67.085938 1704892852.9278
MEM 67.085938 1704892853.0289
MEM 67.085938 1704892853.1296
MEM 67.085938 1704892853.2306
MEM 67.085938 1704892853.3316
MEM 67.085938 1704892853.4326
MEM 67.085938 1704892853.5344
MEM 67.085938 1704892853.6354
MEM 67.085938 1704892853.7364
MEM 67.085938 1704892853.8371
MEM 67.085938 1704892853.9381
MEM 67.085938 1704892854.0391
MEM 67.085938 1704892854.1401
MEM 67.085938 1704892854.2411
MEM 67.085938 1704892854.3421
MEM 67.085938 1704892854.4431
MEM 67.085938 1704892854.5437
MEM 67.085938 1704892854.6457
MEM 67.085938 1704892854.7467
MEM 67.085938 1704892854.8477
MEM 67.085938 1704892854.9487
MEM 67.085938 1704892855.0497
MEM 67.085938 1704892855.1507
MEM 67.085938 1704892855.2517
MEM 67.085938 1704892855.3527
MEM 67.085938 1704892855.4547
MEM 67.085938 1704892855.5557
MEM 67.085938 1704892855.6707
MEM 67.085938 1704892855.7963
MEM 67.085938 1704892855.8968
MEM 67.089844 1704892855.9978
MEM 67.089844 1704892856.0988
MEM 67.093750 1704892856.1998
MEM 67.093750 1704892856.3008
MEM 67.093750 1704892856.4019
MEM 67.093750 1704892856.5034
MEM 67.093750 1704892856.6099
MEM 67.093750 1704892856.7109
MEM 67.093750 1704892856.8119
MEM 67.093750 1704892856.9129
MEM 67.093750 1704892857.0139
MEM 67.093750 1704892857.1144
MEM 67.093750 1704892857.2150
MEM 67.093750 1704892857.3303
MEM 67.093750 1704892857.4323
MEM 67.093750 1704892857.5334
MEM 67.093750 1704892857.6412
MEM 67.093750 1704892857.7438
MEM 67.093750 1704892857.8488
MEM 67.093750 1704892857.9497
MEM 67.093750 1704892858.0608
MEM 67.093750 1704892858.1617
MEM 67.093750 1704892858.2633
MEM 67.093750 1704892858.3638
MEM 67.093750 1704892858.4648
MEM 67.093750 1704892858.5658
MEM 67.093750 1704892858.6678
MEM 67.093750 1704892858.7688
MEM 67.093750 1704892858.8726
MEM 67.093750 1704892858.9788
MEM 67.093750 1704892859.0798
MEM 67.093750 1704892859.1808
MEM 67.093750 1704892859.2818
MEM 67.093750 1704892859.3828
MEM 67.093750 1704892859.4838
MEM 67.093750 1704892859.5848
MEM 67.093750 1704892859.6858
MEM 67.093750 1704892859.7869
MEM 67.093750 1704892859.8878
MEM 67.093750 1704892859.9888
MEM 67.093750 1704892860.0918
MEM 67.093750 1704892860.1928
MEM 67.093750 1704892860.2938
MEM 67.093750 1704892860.3948
MEM 67.093750 1704892860.4958
MEM 67.093750 1704892860.6229
MEM 67.093750 1704892860.7248
MEM 67.093750 1704892860.8258
MEM 67.093750 1704892860.9268
MEM 67.093750 1704892861.0278
MEM 67.093750 1704892861.1288
MEM 67.093750 1704892861.2298
MEM 67.093750 1704892861.3304
MEM 67.093750 1704892861.4310
MEM 67.093750 1704892861.5318
MEM 67.093750 1704892861.6328
MEM 67.093750 1704892861.7338
MEM 67.093750 1704892861.8346
MEM 67.093750 1704892861.9349
MEM 67.093750 1704892862.0364
MEM 67.093750 1704892862.1367
MEM 67.093750 1704892862.2371
MEM 67.093750 1704892862.3381
MEM 67.093750 1704892862.4388
MEM 67.093750 1704892862.5396
MEM 67.093750 1704892862.6405
MEM 67.093750 1704892862.7415
MEM 67.093750 1704892862.8421
MEM 67.093750 1704892862.9423
MEM 67.093750 1704892863.0434
MEM 67.093750 1704892863.1446
MEM 67.093750 1704892863.2449
MEM 67.093750 1704892863.3456
MEM 67.093750 1704892863.4465
MEM 67.093750 1704892863.5476
MEM 67.093750 1704892863.6486
MEM 67.093750 1704892863.7496
MEM 67.093750 1704892863.8500
MEM 67.093750 1704892863.9510
MEM 67.093750 1704892864.0520
MEM 67.093750 1704892864.1536
MEM 67.093750 1704892864.2543
MEM 67.093750 1704892864.3556
MEM 67.093750 1704892864.4566
MEM 67.093750 1704892864.5570
MEM 67.093750 1704892864.6578
MEM 67.093750 1704892864.7582
MEM 67.093750 1704892864.8591
MEM 67.093750 1704892864.9598
MEM 67.093750 1704892865.0608
MEM 67.093750 1704892865.1612
MEM 67.093750 1704892865.2620
MEM 67.093750 1704892865.3631
MEM 67.093750 1704892865.4638
MEM 67.093750 1704892865.5650
MEM 67.093750 1704892865.6658
MEM 67.093750 1704892865.7660
MEM 67.093750 1704892865.8665
MEM 67.093750 1704892865.9671
MEM 67.093750 1704892866.0676
MEM 67.093750 1704892866.1687
MEM 67.093750 1704892866.2697
MEM 67.093750 1704892866.3702
MEM 67.093750 1704892866.4712
MEM 67.093750 1704892866.5721
MEM 67.093750 1704892866.6732
MEM 67.093750 1704892866.7740
MEM 67.093750 1704892866.8751
MEM 67.093750 1704892866.9757
MEM 67.093750 1704892867.0771
